Codes,Names,violence_year_minus_3,violence_year_minus_2,violence_year_minus_1,violence_now,violence_2012
E01003238,Lewisham 032C,45,38,40,38,23
E01003239,Lewisham 032D,65,66,41,24,23
E01003240,Lewisham 036C,73,74,60,42,44
E01003241,Lewisham 036D,56,65,42,34,30
E01003242,Lewisham 032E,63,44,46,24,21
E01003243,Lewisham 036E,75,80,54,50,43
E01003244,Lewisham 001A,54,43,44,33,18
E01003245,Lewisham 001B,47,37,52,26,27
E01003246,Lewisham 002A,52,43,39,35,36
E01003247,Lewisham 001C,33,25,27,9,17
E01003248,Lewisham 002B,71,41,47,31,36
E01003249,Lewisham 001D,43,28,32,26,29
E01003250,Lewisham 001E,40,31,42,33,31
E01003251,Lewisham 002C,68,48,48,46,35
E01003252,Lewisham 002D,42,32,29,22,28
E01003253,Lewisham 002E,80,82,77,54,53
E01003254,Lewisham 021A,14,17,15,11,12
E01003255,Lewisham 021B,100,63,82,51,61
E01003256,Lewisham 028A,59,47,66,35,43
E01003257,Lewisham 028B,41,32,26,16,19
E01003258,Lewisham 028C,31,36,35,31,27
E01003259,Lewisham 028D,55,48,47,45,47
E01003260,Lewisham 021C,12,17,15,22,23
E01003261,Lewisham 021D,23,15,14,15,13
E01003262,Lewisham 021E,28,19,17,18,18
E01003263,Lewisham 023A,54,34,36,41,51
E01003264,Lewisham 031A,35,40,37,30,26
E01003265,Lewisham 031B,40,34,41,46,39
E01003266,Lewisham 031C,40,47,44,34,21
E01003267,Lewisham 031D,30,36,33,20,24
E01003268,Lewisham 023B,35,37,14,28,26
E01003269,Lewisham 023C,23,27,26,34,23
E01003270,Lewisham 023D,28,14,12,8,17
E01003271,Lewisham 023E,11,15,3,11,20
E01003272,Lewisham 014A,32,31,36,27,24
E01003273,Lewisham 011A,20,17,25,14,23
E01003274,Lewisham 014B,30,35,29,29,30
E01003275,Lewisham 014C,40,44,34,30,31
E01003276,Lewisham 014D,30,31,28,35,22
E01003277,Lewisham 011B,45,27,23,33,28
E01003278,Lewisham 011C,66,66,51,57,50
E01003279,Lewisham 011D,15,9,24,13,12
E01003280,Lewisham 016A,42,23,28,34,34
E01003281,Lewisham 016B,19,6,12,18,11
E01003282,Lewisham 013A,70,71,53,37,53
E01003283,Lewisham 013B,23,22,24,30,24
E01003284,Lewisham 013C,27,43,36,28,17
E01003285,Lewisham 016C,31,40,37,26,31
E01003286,Lewisham 013D,57,42,46,55,55
E01003287,Lewisham 016D,24,23,12,11,12
E01003288,Lewisham 012A,66,73,60,46,46
E01003289,Lewisham 012B,356,320,262,235,233
E01003290,Lewisham 012C,61,58,60,55,55
E01003291,Lewisham 012D,169,127,132,113,110
E01003292,Lewisham 017A,25,48,30,28,24
E01003293,Lewisham 017B,57,33,46,36,37
E01003294,Lewisham 017C,49,53,52,26,31
E01003295,Lewisham 017D,45,47,33,30,28
E01003296,Lewisham 012E,168,112,118,116,119
E01003297,Lewisham 003A,51,55,45,29,27
E01003298,Lewisham 004A,30,32,10,17,18
E01003299,Lewisham 003B,77,92,69,73,29
E01003300,Lewisham 004B,45,46,50,40,34
E01003301,Lewisham 003C,49,59,33,31,22
E01003302,Lewisham 003D,57,44,28,29,26
E01003303,Lewisham 004C,173,179,143,126,137
E01003304,Lewisham 004D,136,103,106,90,97
E01003305,Lewisham 003E,57,38,34,18,15
E01003306,Lewisham 004E,85,72,88,67,70
E01003307,Lewisham 024A,23,22,21,13,21
E01003308,Lewisham 024B,35,31,30,33,26
E01003309,Lewisham 027A,42,34,35,50,27
E01003310,Lewisham 027B,53,52,31,27,29
E01003311,Lewisham 027C,16,23,10,27,11
E01003312,Lewisham 027D,32,30,24,22,15
E01003313,Lewisham 027E,59,42,34,47,44
E01003314,Lewisham 024C,41,39,27,10,25
E01003315,Lewisham 024D,24,39,19,18,27
E01003316,Lewisham 024E,23,22,16,21,22
E01003317,Lewisham 020A,35,43,31,43,35
E01003318,Lewisham 020B,243,227,246,175,171
E01003319,Lewisham 018A,73,60,53,42,44
E01003320,Lewisham 018B,67,77,43,40,36
E01003321,Lewisham 020C,49,50,51,49,48
E01003322,Lewisham 020D,45,58,41,48,44
E01003323,Lewisham 018C,31,51,44,45,33
E01003324,Lewisham 020E,97,102,79,61,67
E01003325,Lewisham 018D,73,65,48,62,49
E01003326,Lewisham 035A,32,23,24,27,24
E01003327,Lewisham 035B,40,45,40,43,44
E01003328,Lewisham 035C,48,35,38,41,24
E01003329,Lewisham 033A,33,29,28,28,24
E01003330,Lewisham 033B,30,23,21,9,14
E01003331,Lewisham 033C,33,37,20,18,14
E01003332,Lewisham 033D,18,24,21,16,26
E01003333,Lewisham 035D,49,26,39,20,27
E01003334,Lewisham 033E,60,65,35,48,48
E01003335,Lewisham 035E,58,52,38,28,21
E01003336,Lewisham 010A,53,38,26,19,33
E01003337,Lewisham 010B,69,56,32,27,19
E01003338,Lewisham 006A,81,55,31,55,38
E01003339,Lewisham 006B,44,45,35,25,22
E01003340,Lewisham 006C,42,43,48,27,22
E01003341,Lewisham 006D,16,29,19,7,16
E01003342,Lewisham 010C,32,32,24,23,24
E01003343,Lewisham 006E,26,34,23,22,17
E01003344,Lewisham 010D,41,27,31,27,23
E01003345,Lewisham 010E,36,31,15,18,27
E01003346,Lewisham 026A,48,51,31,43,40
E01003347,Lewisham 030A,60,69,59,60,41
E01003348,Lewisham 030B,33,28,43,19,38
E01003349,Lewisham 026B,40,34,37,41,24
E01003350,Lewisham 030C,34,36,32,30,27
E01003351,Lewisham 026C,38,60,26,35,27
E01003352,Lewisham 030D,67,55,45,47,44
E01003353,Lewisham 030E,67,32,32,29,30
E01003354,Lewisham 026D,17,24,26,27,26
E01003355,Merton 009A,21,33,29,12,17
E01003356,Merton 009B,16,17,19,26,17
E01003357,Merton 012A,62,69,40,56,33
E01003358,Merton 009C,46,68,98,50,41
E01003359,Merton 006A,27,29,22,22,34
E01003360,Merton 006B,44,35,20,23,34
E01003361,Merton 015A,14,17,16,15,5
E01003362,Merton 021A,4,11,7,8,5
E01003363,Merton 021B,16,8,9,2,5
E01003364,Merton 021C,5,6,5,8,8
E01003365,Merton 021D,12,4,4,4,12
E01003366,Merton 016A,21,26,15,12,12
E01003367,Merton 005A,65,67,45,45,38
E01003368,Merton 008A,30,32,18,16,12
E01003369,Merton 005B,19,15,23,13,7
E01003370,Merton 005C,33,28,33,22,25
E01003371,Merton 005D,8,8,14,7,7
E01003372,Merton 008B,33,49,47,18,34
E01003373,Merton 018A,39,50,38,37,25
E01003374,Merton 022A,63,85,41,48,46
E01003375,Merton 022B,50,33,40,34,35
E01003376,Merton 012B,30,37,20,11,19
E01003377,Merton 012C,43,33,19,27,30
E01003378,Merton 018B,47,46,33,20,18
E01003379,Merton 018C,49,52,42,50,36
E01003380,Merton 011A,8,17,7,10,6
E01003381,Merton 016B,12,14,5,15,11
E01003382,Merton 011B,11,1,7,6,12
E01003383,Merton 009D,100,74,93,111,56
E01003384,Merton 009E,23,21,12,7,4
E01003385,Merton 011C,9,8,7,7,3
E01003386,Merton 013A,41,44,23,24,18
E01003387,Merton 014A,46,32,27,26,35
E01003388,Merton 013B,35,38,28,34,44
E01003389,Merton 013C,75,56,70,50,70
E01003390,Merton 018D,87,86,83,45,53
E01003391,Merton 014B,31,37,31,34,36
E01003392,Merton 013D,22,33,29,24,9
E01003393,Merton 008C,56,40,48,32,25
E01003394,Merton 007A,37,29,28,25,36
E01003395,Merton 007B,29,34,18,11,11
E01003396,Merton 007C,27,21,14,20,18
E01003397,Merton 007D,17,21,15,15,23
E01003398,Merton 007E,39,31,22,23,17
E01003399,Merton 011D,6,8,14,5,4
E01003400,Merton 003A,27,35,19,16,25
E01003401,Merton 004A,29,15,20,17,9
E01003402,Merton 004B,14,15,8,8,10
E01003403,Merton 004C,15,11,12,4,6
E01003404,Merton 004D,12,8,2,5,6
E01003405,Merton 018E,56,22,28,41,39
E01003406,Merton 008D,38,35,22,26,23
E01003407,Merton 008E,32,19,17,22,14
E01003408,Merton 012D,25,22,30,23,22
E01003409,Merton 013E,48,37,27,23,24
E01003410,Merton 012E,38,25,16,30,12
E01003411,Merton 014C,34,20,20,16,23
E01003412,Merton 014D,41,25,21,25,22
E01003413,Merton 017A,41,29,27,34,23
E01003414,Merton 017B,18,18,27,11,20
E01003415,Merton 017C,9,15,15,17,11
E01003416,Merton 017D,23,9,8,8,12
E01003417,Merton 025A,11,12,9,6,5
E01003418,Merton 025B,6,4,5,7,5
E01003419,Merton 025C,18,16,12,12,18
E01003420,Merton 025D,16,8,8,14,17
E01003421,Merton 021E,21,6,8,10,28
E01003422,Merton 025E,11,12,10,9,17
E01003423,Merton 011E,17,18,20,15,18
E01003424,Merton 015B,5,1,1,6,2
E01003425,Merton 015C,7,8,7,3,10
E01003426,Merton 015D,16,13,19,11,11
E01003427,Merton 023A,75,61,60,60,54
E01003428,Merton 015E,8,13,13,9,13
E01003429,Merton 019A,18,31,26,16,21
E01003430,Merton 019B,55,51,47,31,43
E01003431,Merton 019C,38,55,32,32,42
E01003432,Merton 019D,51,48,38,35,19
E01003433,Merton 019E,48,62,35,30,31
E01003434,Merton 017E,23,13,8,14,11
E01003435,Merton 014E,14,16,21,20,13
E01003436,Merton 023B,40,30,23,21,19
E01003437,Merton 022C,48,51,40,31,16
E01003438,Merton 024A,30,28,34,36,29
E01003439,Merton 023C,93,57,101,58,74
E01003440,Merton 022D,43,35,42,26,35
E01003441,Merton 022E,38,37,35,22,39
E01003442,Merton 010A,5,1,5,6,5
E01003443,Merton 010B,12,4,2,2,1
E01003444,Merton 010C,8,12,7,4,9
E01003445,Merton 010D,12,11,12,9,5
E01003446,Merton 016C,39,26,28,26,20
E01003447,Merton 016D,37,41,23,22,14
E01003448,Merton 023D,32,31,30,28,18
E01003449,Merton 024B,33,30,12,17,19
E01003450,Merton 024C,45,39,37,32,32
E01003451,Merton 024D,9,29,21,9,19
E01003452,Merton 024E,58,52,42,28,42
E01003453,Merton 023E,44,24,35,15,17
E01003454,Merton 003B,8,4,11,11,14
E01003455,Merton 005E,26,17,7,9,12
E01003456,Merton 003C,140,180,151,113,97
E01003457,Merton 006C,8,9,6,6,4
E01003458,Merton 006D,10,4,8,11,7
E01003459,Merton 006E,35,38,31,25,24
E01003460,Merton 002A,21,26,13,5,20
E01003461,Merton 004E,14,30,14,11,17
E01003462,Merton 002B,10,6,1,8,7
E01003463,Merton 010E,4,6,3,4,3
E01003464,Merton 002C,5,14,9,9,18
E01003465,Merton 002D,5,15,5,6,7
E01003466,Merton 020A,4,5,7,5,8
E01003467,Merton 020B,9,11,5,2,10
E01003468,Merton 020C,4,11,6,11,4
E01003469,Merton 020D,24,26,13,24,20
E01003470,Merton 020E,22,18,12,7,16
E01003471,Merton 016E,18,15,15,16,16
E01003472,Merton 001A,2,6,0,0,1
E01003473,Merton 001B,8,6,3,1,5
E01003474,Merton 001C,16,12,19,3,3
E01003475,Merton 001D,28,31,30,20,30
E01003476,Merton 003D,25,13,11,16,17
E01003477,Merton 003E,16,11,5,3,0
E01003478,Merton 001E,16,15,8,3,8
E01003479,Newham 035A,25,31,20,23,32
E01003480,Newham 033A,27,26,23,27,42
E01003481,Newham 035B,42,45,44,30,34
E01003482,Newham 033B,98,104,86,125,115
E01003483,Newham 032A,27,37,27,14,31
E01003484,Newham 032B,30,21,28,17,16
E01003485,Newham 035C,27,30,24,34,21
