Codes,Names,violence_year_minus_3,violence_year_minus_2,violence_year_minus_1,violence_now,violence_2012
E01001224,Ealing 019B,14,8,16,9,13
E01001225,Ealing 020C,122,70,74,60,76
E01001226,Ealing 019C,6,26,10,8,16
E01001227,Ealing 019D,4,6,8,8,12
E01001228,Ealing 019E,25,36,25,15,12
E01001229,Ealing 031A,24,21,27,22,30
E01001230,Ealing 031B,20,23,39,23,22
E01001231,Ealing 027A,24,13,23,18,14
E01001232,Ealing 031C,6,22,16,26,19
E01001233,Ealing 031D,28,16,36,27,25
E01001234,Ealing 027B,48,37,30,35,23
E01001235,Ealing 020D,37,32,47,38,35
E01001236,Ealing 020E,19,10,20,10,17
E01001237,Ealing 031E,24,18,15,13,16
E01001238,Ealing 015B,65,56,67,66,49
E01001239,Ealing 015C,36,34,36,33,26
E01001240,Ealing 024A,30,33,29,56,43
E01001241,Ealing 024B,21,16,44,29,19
E01001242,Ealing 024C,24,29,18,27,18
E01001243,Ealing 024D,47,48,54,57,33
E01001244,Ealing 024E,36,63,55,33,39
E01001245,Ealing 024F,38,17,50,34,50
E01001246,Ealing 015D,39,40,31,52,27
E01001247,Ealing 015E,87,74,109,105,119
E01001248,Ealing 035A,15,34,22,22,24
E01001249,Ealing 028A,84,101,122,108,106
E01001250,Ealing 028B,63,82,100,69,63
E01001251,Ealing 030A,34,43,39,24,36
E01001252,Ealing 030B,88,74,94,84,50
E01001253,Ealing 030C,22,21,18,17,11
E01001254,Ealing 030D,28,29,32,26,35
E01001255,Ealing 028C,17,12,7,10,11
E01001256,Ealing 010A,74,98,95,96,100
E01001257,Ealing 008A,52,55,59,69,69
E01001258,Ealing 010B,25,19,28,15,31
E01001259,Ealing 014B,29,36,40,42,26
E01001260,Ealing 012B,22,22,18,29,25
E01001261,Ealing 012C,118,112,107,104,119
E01001262,Ealing 010C,44,49,37,38,45
E01001263,Ealing 010D,37,39,55,45,41
E01001264,Ealing 010E,22,32,21,11,36
E01001265,Ealing 006A,24,12,20,13,26
E01001266,Ealing 006B,38,24,21,24,34
E01001267,Ealing 006C,37,40,36,23,42
E01001268,Ealing 012D,8,16,14,18,18
E01001269,Ealing 001A,27,21,23,18,26
E01001270,Ealing 004A,21,15,19,19,24
E01001271,Ealing 001B,22,21,33,28,26
E01001272,Ealing 006D,37,35,36,15,29
E01001273,Ealing 020F,20,13,12,10,13
E01001274,Ealing 020G,4,9,5,12,6
E01001275,Ealing 020H,10,20,24,7,12
E01001276,Ealing 011A,23,37,45,26,25
E01001277,Ealing 011B,31,29,42,24,33
E01001278,Ealing 011C,32,45,40,55,27
E01001279,Ealing 013C,10,3,10,6,3
E01001280,Ealing 011D,8,10,15,9,9
E01001281,Ealing 013D,16,8,13,10,7
E01001282,Ealing 016B,31,39,29,28,18
E01001283,Ealing 016C,54,47,35,25,39
E01001284,Ealing 022A,12,12,25,13,22
E01001285,Ealing 016D,32,26,31,38,31
E01001286,Ealing 016E,18,28,26,33,30
E01001287,Ealing 016F,16,24,28,24,33
E01001288,Ealing 022B,29,25,38,27,22
E01001289,Ealing 022C,13,14,22,12,22
E01001290,Ealing 022D,23,35,22,24,22
E01001291,Ealing 014C,19,10,26,28,21
E01001292,Ealing 014D,27,24,21,22,20
E01001293,Ealing 014E,28,31,27,34,31
E01001294,Ealing 017A,35,37,39,32,56
E01001295,Ealing 017B,21,12,27,13,25
E01001296,Ealing 017C,14,17,23,18,20
E01001297,Ealing 017D,21,31,40,32,39
E01001298,Ealing 017E,27,33,34,32,30
E01001299,Ealing 035B,7,13,13,7,6
E01001300,Ealing 039A,11,10,12,16,19
E01001301,Ealing 039B,19,46,39,25,30
E01001302,Ealing 039C,21,9,23,14,21
E01001303,Ealing 032A,25,21,22,17,20
E01001304,Ealing 039D,21,13,15,13,16
E01001305,Ealing 035C,7,4,7,6,16
E01001306,Ealing 035D,7,13,18,8,4
E01001307,Ealing 002A,11,11,26,23,33
E01001308,Ealing 002B,12,15,11,15,13
E01001309,Ealing 001C,15,24,25,29,18
E01001310,Ealing 001D,26,27,22,24,30
E01001311,Ealing 001E,41,43,38,43,33
E01001312,Ealing 002C,36,20,22,24,28
E01001313,Ealing 002D,13,16,12,16,21
E01001314,Ealing 002E,20,13,25,13,16
E01001315,Ealing 003A,27,17,22,16,19
E01001316,Ealing 003B,33,28,36,17,43
E01001317,Ealing 003C,46,46,51,45,37
E01001318,Ealing 003D,35,35,44,28,37
E01001319,Ealing 004B,18,10,13,13,18
E01001320,Ealing 003E,26,38,36,32,37
E01001321,Ealing 003F,28,28,27,26,28
E01001322,Ealing 004C,36,38,39,28,35
E01001323,Ealing 004D,45,57,70,46,48
E01001324,Ealing 008B,32,21,29,36,24
E01001325,Ealing 009A,24,27,21,25,26
E01001326,Ealing 008C,56,53,55,47,76
E01001327,Ealing 009B,38,28,66,29,36
E01001328,Ealing 009C,52,52,70,75,47
E01001329,Ealing 009D,27,27,19,35,24
E01001330,Ealing 008D,42,48,33,42,30
E01001331,Ealing 009E,41,40,29,29,38
E01001332,Ealing 008E,47,28,31,41,31
E01001333,Ealing 038A,72,72,90,60,92
E01001334,Ealing 029C,34,38,29,22,29
E01001335,Ealing 038B,33,26,36,20,28
E01001336,Ealing 038C,24,19,31,30,23
E01001337,Ealing 029D,181,190,221,142,120
E01001338,Ealing 029E,70,93,67,54,50
E01001339,Ealing 029F,40,43,38,43,43
E01001340,Ealing 029G,70,123,164,131,82
E01001341,Ealing 005A,23,19,12,18,28
E01001342,Ealing 005B,23,22,33,25,18
E01001343,Ealing 005C,9,13,25,12,13
E01001344,Ealing 007A,26,37,25,19,40
E01001345,Ealing 005D,27,32,42,23,18
E01001346,Ealing 007B,11,5,10,7,9
E01001347,Ealing 007C,20,27,24,26,47
E01001348,Ealing 007D,17,23,30,35,25
E01001349,Ealing 006E,23,22,29,28,32
E01001350,Ealing 027C,11,12,11,34,14
E01001351,Ealing 025E,186,198,207,182,149
E01001352,Ealing 027D,38,31,29,25,29
E01001353,Ealing 033A,31,31,18,38,35
E01001354,Ealing 027E,33,35,40,30,48
E01001355,Ealing 033B,68,66,52,50,56
E01001356,Ealing 033C,41,43,50,51,47
E01001357,Ealing 033D,23,24,33,11,24
E01001358,Ealing 033E,26,26,39,41,36
E01001359,Ealing 026A,72,59,79,78,78
E01001360,Ealing 026B,28,42,43,44,47
E01001361,Ealing 023E,222,312,329,239,206
E01001362,Ealing 026C,62,67,75,45,54
E01001363,Ealing 026D,23,21,43,26,36
E01001364,Ealing 026E,34,45,45,39,43
E01001365,Ealing 026F,44,42,42,38,33
E01001366,Ealing 037A,28,26,49,25,47
E01001367,Ealing 037B,128,135,147,129,96
E01001368,Ealing 037C,39,32,33,32,26
E01001369,Ealing 038D,41,71,62,56,57
E01001370,Ealing 037D,38,39,35,36,33
E01001371,Ealing 037E,45,57,49,74,47
E01001372,Ealing 037F,46,40,46,41,37
E01001373,Ealing 037G,40,35,49,42,30
E01001374,Ealing 036A,27,22,18,15,13
E01001375,Ealing 034A,16,13,16,6,7
E01001376,Ealing 036B,21,22,26,18,38
E01001377,Ealing 034B,5,9,3,13,6
E01001378,Ealing 036C,23,22,28,15,17
E01001379,Ealing 034C,5,7,7,7,4
E01001380,Ealing 036D,11,5,8,9,9
E01001381,Ealing 034D,43,48,50,43,38
E01001382,Ealing 032B,3,7,10,5,7
E01001383,Ealing 028D,9,10,17,17,24
E01001384,Ealing 032C,21,24,21,21,17
E01001385,Ealing 032D,9,9,15,19,10
E01001386,Ealing 031F,15,8,23,19,13
E01001387,Ealing 032E,72,56,53,27,40
E01001388,Ealing 028E,96,103,132,118,74
E01001389,Ealing 028F,75,77,77,91,49
E01001390,Enfield 036A,11,10,11,11,23
E01001391,Enfield 036B,28,17,17,27,12
E01001392,Enfield 032A,10,11,9,13,8
E01001393,Enfield 036C,24,19,11,18,10
E01001394,Enfield 035A,29,21,29,20,29
E01001395,Enfield 035B,23,31,22,22,29
E01001396,Enfield 036D,15,9,11,22,13
E01001397,Enfield 035C,27,23,19,12,18
E01001398,Enfield 021A,2,6,8,4,5
E01001399,Enfield 021B,9,12,9,12,6
E01001400,Enfield 021C,4,12,6,9,5
E01001401,Enfield 016A,2,12,7,5,7
E01001402,Enfield 021D,7,12,13,24,12
E01001403,Enfield 021E,11,17,15,6,13
E01001404,Enfield 026A,8,7,9,17,22
E01001405,Enfield 015A,4,4,6,4,5
E01001406,Enfield 015B,21,15,18,24,32
E01001407,Enfield 005A,6,28,23,14,14
E01001408,Enfield 004A,16,16,16,12,15
E01001409,Enfield 005B,19,23,25,20,18
E01001410,Enfield 005C,34,26,42,25,30
E01001411,Enfield 004B,13,20,17,23,20
E01001412,Enfield 004C,30,26,41,30,32
E01001413,Enfield 004D,3,10,5,1,7
E01001414,Enfield 004E,20,18,20,17,22
E01001415,Enfield 011A,14,15,18,14,15
E01001416,Enfield 013A,2,5,5,9,5
E01001417,Enfield 011B,7,8,16,7,13
E01001418,Enfield 011C,10,18,13,23,15
E01001419,Enfield 020A,23,12,10,15,15
E01001420,Enfield 020B,7,12,11,11,21
E01001421,Enfield 020C,14,9,9,8,14
E01001422,Enfield 011D,10,2,9,4,8
E01001423,Enfield 027A,22,32,34,26,42
E01001424,Enfield 030A,19,20,17,20,29
E01001425,Enfield 027B,65,72,60,60,76
E01001426,Enfield 030B,30,23,17,28,28
E01001427,Enfield 030C,38,48,44,50,31
E01001428,Enfield 027C,35,23,25,33,31
E01001429,Enfield 030D,120,132,138,123,151
E01001430,Enfield 030E,42,47,27,37,37
E01001431,Enfield 033A,20,24,25,20,40
E01001432,Enfield 033B,40,57,52,51,29
E01001433,Enfield 007A,21,18,18,21,23
E01001434,Enfield 007B,18,13,7,15,20
E01001435,Enfield 007C,7,12,17,13,21
E01001436,Enfield 007D,11,12,17,21,27
E01001437,Enfield 014A,31,28,44,33,35
E01001438,Enfield 007E,26,22,27,25,43
E01001439,Enfield 006A,79,68,66,69,69
E01001440,Enfield 012A,32,39,31,41,31
E01001441,Enfield 006B,32,51,49,32,30
E01001442,Enfield 002A,41,58,37,43,28
E01001443,Enfield 003A,58,54,62,40,44
E01001444,Enfield 001A,13,12,6,7,6
E01001445,Enfield 003B,25,31,51,46,48
E01001446,Enfield 001B,11,12,23,13,22
E01001447,Enfield 003C,37,30,29,33,30
E01001448,Enfield 003D,19,11,33,31,23
E01001449,Enfield 003E,22,22,23,17,20
E01001450,Enfield 015C,62,75,90,59,54
E01001451,Enfield 017A,10,18,15,8,18
E01001452,Enfield 017B,4,3,4,1,3
E01001453,Enfield 017C,4,7,12,4,3
E01001454,Enfield 017D,3,5,5,6,2
E01001455,Enfield 021F,5,8,3,6,8
E01001456,Enfield 022A,1,2,3,2,2
E01001457,Enfield 010A,15,21,17,16,16
E01001458,Enfield 034A,48,48,45,47,54
E01001459,Enfield 024A,17,24,23,6,14
E01001460,Enfield 024B,36,32,35,44,29
E01001461,Enfield 027D,33,44,29,38,35
E01001462,Enfield 024C,20,16,28,21,10
E01001463,Enfield 031A,14,14,8,7,7
E01001464,Enfield 027E,18,16,19,14,7
E01001465,Enfield 031B,20,31,32,27,41
E01001466,Enfield 031C,17,20,27,16,16
E01001467,Enfield 031D,10,16,17,11,25
E01001468,Enfield 010B,17,22,29,48,70
E01001469,Enfield 008A,16,8,4,4,8
E01001470,Enfield 013B,9,8,8,6,11
E01001471,Enfield 010C,9,16,10,7,13
E01001472,Enfield 010D,8,7,12,11,13
E01001473,Enfield 013C,22,11,12,13,13
E01001474,Enfield 010E,12,5,13,7,10
E01001475,Enfield 013D,3,9,7,4,6
E01001476,Enfield 018A,30,30,42,34,32
E01001477,Enfield 018B,45,27,19,18,28
E01001478,Enfield 016B,10,8,11,9,11
E01001479,Enfield 023A,40,39,23,29,42
E01001480,Enfield 024D,9,19,14,25,16
E01001481,Enfield 018C,18,22,23,20,18
E01001482,Enfield 023B,20,22,22,17,21
E01001483,Enfield 025A,28,21,19,19,41
E01001484,Enfield 016C,11,8,6,7,13
E01001485,Enfield 025B,49,54,52,38,32
E01001486,Enfield 025C,25,27,35,41,37
E01001487,Enfield 023C,18,52,35,23,26
E01001488,Enfield 024E,18,31,22,18,24
E01001489,Enfield 023D,11,30,31,26,30
E01001490,Enfield 025D,67,56,42,42,44
E01001491,Enfield 023E,40,48,40,45,39
E01001492,Enfield 025E,22,28,26,21,33
E01001493,Enfield 026B,11,18,14,16,15
E01001494,Enfield 026C,7,11,7,6,11
E01001495,Enfield 029A,16,17,12,12,19
E01001496,Enfield 026D,10,8,13,5,5
E01001497,Enfield 031E,19,14,18,13,8
E01001498,Enfield 029B,38,38,51,59,42
E01001499,Enfield 031F,9,11,13,10,20
E01001500,Enfield 035D,15,17,8,12,14
E01001501,Enfield 036E,30,42,32,11,43
E01001502,Enfield 018D,21,23,20,24,25
E01001503,Enfield 018E,21,23,22,16,18
E01001504,Enfield 012B,11,23,17,20,17
E01001505,Enfield 012C,30,32,34,18,21
E01001506,Enfield 014B,23,24,31,13,37
E01001507,Enfield 012D,47,57,74,78,65
E01001508,Enfield 012E,28,34,30,35,29
E01001509,Enfield 014C,17,13,20,31,28
E01001510,Enfield 014D,28,47,40,38,46
E01001511,Enfield 016D,23,29,20,21,35
E01001512,Enfield 015D,20,21,30,18,22
E01001513,Enfield 012F,56,59,73,51,53
E01001514,Enfield 016E,16,23,19,28,15
E01001515,Enfield 015E,28,27,35,35,26
E01001516,Enfield 005D,33,36,26,15,28
E01001517,Enfield 006C,26,45,35,32,19
E01001518,Enfield 016F,27,27,27,34,26
E01001519,Enfield 020D,65,55,66,75,63
E01001520,Enfield 019A,10,14,9,11,5
E01001521,Enfield 028A,9,7,14,16,16
E01001522,Enfield 019B,17,23,15,22,20
E01001523,Enfield 019C,5,4,10,8,7
E01001524,Enfield 019D,15,10,9,4,17
E01001525,Enfield 020E,4,8,14,9,16
E01001526,Enfield 019E,2,6,3,2,6
E01001527,Enfield 036F,13,13,13,13,17
E01001528,Enfield 032B,28,27,28,18,26
E01001529,Enfield 032C,14,30,24,21,32
E01001530,Enfield 032D,20,18,22,13,13
E01001531,Enfield 028B,4,3,8,5,5
E01001532,Enfield 028C,7,7,13,13,12
E01001533,Enfield 028D,6,8,6,6,8
E01001534,Enfield 032E,17,17,16,23,29
E01001535,Enfield 028E,2,11,13,4,7
E01001536,Enfield 008B,47,48,49,53,36
E01001537,Enfield 005E,9,11,7,17,14
E01001538,Enfield 009A,11,4,6,5,15
E01001539,Enfield 009B,21,17,18,7,11
E01001540,Enfield 008C,29,24,18,17,15
E01001541,Enfield 008D,5,8,4,7,5
E01001542,Enfield 008E,13,20,23,27,18
E01001543,Enfield 009C,11,8,5,5,2
E01001544,Enfield 009D,15,19,21,13,14
E01001545,Enfield 002B,33,31,40,31,25
E01001546,Enfield 001C,12,15,22,24,19
E01001547,Enfield 002C,28,29,30,24,35
E01001548,Enfield 002D,20,23,30,35,31
E01001549,Enfield 006D,41,40,49,32,37
E01001550,Enfield 006E,27,27,37,11,27
E01001551,Enfield 002E,25,29,16,25,22
E01001552,Enfield 001D,26,23,51,28,27
E01001553,Enfield 034B,29,28,15,19,30
E01001554,Enfield 034C,32,38,37,48,33
E01001555,Enfield 033C,61,77,68,45,46
E01001556,Enfield 035E,16,6,17,11,12
E01001557,Enfield 033D,22,23,15,10,18
E01001558,Enfield 033E,70,96,79,90,56
E01001559,Enfield 033F,58,51,62,57,80
E01001560,Enfield 035F,9,15,28,12,11
E01001561,Enfield 034D,47,44,52,57,80
E01001562,Enfield 034E,20,40,21,31,17
E01001563,Enfield 029C,8,14,13,21,12
E01001564,Enfield 022B,11,6,9,4,5
E01001565,Enfield 029D,6,4,10,4,6
E01001566,Enfield 029E,13,16,8,15,10
E01001567,Enfield 022C,3,3,2,8,12
E01001568,Enfield 022D,3,5,1,4,7
E01001569,Enfield 022E,14,14,11,13,14
E01001570,Enfield 026E,25,25,19,23,18
E01001571,Greenwich 008A,41,20,23,20,21
E01001572,Greenwich 008B,33,18,25,30,32
E01001573,Greenwich 008C,41,33,32,28,16
E01001574,Greenwich 008D,85,67,72,40,47
E01001575,Greenwich 003A,60,54,59,54,44
E01001576,Greenwich 003B,71,52,64,57,63
E01001577,Greenwich 003C,63,41,39,41,38
E01001578,Greenwich 003D,56,43,36,48,50
E01001579,Greenwich 003E,60,38,37,45,44
E01001580,Greenwich 021A,24,24,26,29,20
E01001581,Greenwich 016A,36,26,26,33,19
E01001582,Greenwich 021B,29,23,17,9,20
E01001583,Greenwich 021C,15,14,11,15,15
E01001584,Greenwich 021D,17,11,16,10,8
E01001585,Greenwich 016B,10,12,8,13,16
E01001586,Greenwich 016C,18,25,14,5,16
E01001587,Greenwich 016D,20,19,25,21,24
E01001588,Greenwich 012A,21,23,21,20,25
E01001589,Greenwich 012B,62,44,41,33,50
E01001590,Greenwich 014A,31,16,27,13,32
E01001591,Greenwich 012C,62,65,52,41,42
E01001592,Greenwich 014B,18,15,14,15,16
E01001593,Greenwich 014C,20,22,17,17,9
E01001594,Greenwich 014D,42,25,36,29,24
E01001595,Greenwich 012D,35,42,23,15,28
E01001596,Greenwich 032A,9,9,9,4,0
E01001597,Greenwich 031A,27,15,36,28,23
E01001598,Greenwich 031B,18,11,14,8,14
E01001599,Greenwich 032B,32,18,26,19,24
E01001600,Greenwich 032C,30,28,18,20,25
E01001601,Greenwich 032D,12,9,7,9,4
E01001602,Greenwich 031C,44,43,30,19,39
E01001603,Greenwich 031D,44,39,51,23,46
E01001604,Greenwich 027A,27,26,19,11,29
E01001605,Greenwich 023A,8,8,5,6,14
E01001606,Greenwich 023B,14,7,11,6,14
E01001607,Greenwich 027B,18,18,12,16,35
E01001608,Greenwich 027C,11,11,13,9,9
E01001609,Greenwich 027D,60,70,79,56,83
E01001610,Greenwich 023C,10,15,13,8,11
E01001611,Greenwich 023D,20,20,16,12,11
E01001612,Greenwich 030A,12,9,9,21,6
E01001613,Greenwich 028A,30,25,23,29,15
E01001614,Greenwich 028B,22,31,18,18,17
E01001615,Greenwich 028C,82,88,78,86,78
E01001616,Greenwich 030B,77,76,73,27,31
E01001617,Greenwich 028D,40,25,37,24,29
E01001618,Greenwich 030C,35,29,24,27,31
E01001619,Greenwich 030D,31,32,22,14,12
E01001620,Greenwich 025A,43,45,42,33,31
E01001621,Greenwich 025B,55,26,38,27,33
E01001622,Greenwich 024A,36,44,29,26,27
E01001623,Greenwich 025C,18,17,12,24,23
E01001624,Greenwich 025D,18,16,15,14,18
E01001625,Greenwich 025E,34,32,21,39,31
E01001626,Greenwich 024B,8,2,3,1,0
E01001627,Greenwich 024C,18,13,3,4,3
E01001628,Greenwich 024D,25,36,23,15,32
E01001629,Greenwich 009A,72,71,61,62,60
E01001630,Greenwich 007A,54,75,48,47,46
E01001631,Greenwich 007B,65,58,96,84,68
E01001632,Greenwich 007C,46,44,31,36,32
E01001633,Greenwich 009B,50,42,37,41,35
E01001634,Greenwich 009C,51,51,51,37,45
E01001635,Greenwich 007D,29,24,35,10,18
E01001636,Greenwich 007E,43,36,40,35,25
E01001637,Greenwich 009D,37,43,24,31,38
E01001638,Greenwich 018A,49,47,34,34,31
E01001639,Greenwich 018B,59,54,49,54,39
E01001640,Greenwich 018C,123,108,94,79,95
E01001641,Greenwich 018D,114,81,104,122,97
E01001642,Greenwich 018E,25,31,26,20,20
E01001643,Greenwich 018F,49,68,67,52,60
E01001644,Greenwich 018G,74,70,49,47,41
E01001645,Greenwich 022A,30,25,23,18,30
E01001646,Greenwich 019A,68,65,73,55,27
E01001647,Greenwich 022B,12,18,15,11,13
E01001648,Greenwich 022C,25,25,24,20,23
E01001649,Greenwich 022D,33,28,32,19,16
E01001650,Greenwich 019B,27,54,39,30,42
E01001651,Greenwich 019C,36,26,28,34,47
E01001652,Greenwich 019D,49,39,33,22,35
E01001653,Greenwich 029A,49,37,20,34,22
E01001654,Greenwich 029B,34,41,28,29,22
E01001655,Greenwich 029C,38,59,46,33,33
E01001656,Greenwich 026A,11,8,10,12,25
E01001657,Greenwich 026B,19,19,18,10,15
E01001658,Greenwich 026C,15,19,9,18,23
E01001659,Greenwich 026D,41,19,20,28,14
E01001660,Greenwich 029D,45,47,18,39,33
E01001661,Greenwich 029E,50,54,53,40,33
E01001662,Greenwich 010A,38,34,28,32,34
E01001663,Greenwich 010B,95,68,72,37,66
E01001664,Greenwich 010C,40,32,40,41,31
E01001665,Greenwich 010D,27,42,22,29,30
E01001666,Greenwich 010E,51,45,42,42,31
E01001667,Greenwich 010F,197,248,211,227,177
E01001668,Greenwich 010G,30,47,36,33,47
E01001669,Greenwich 013A,71,46,33,50,39
E01001670,Greenwich 013B,20,22,11,16,8
E01001671,Greenwich 013C,28,41,34,12,44
E01001672,Greenwich 006A,21,18,24,30,26
E01001673,Greenwich 006B,99,65,90,62,61
E01001674,Greenwich 006C,44,29,37,41,32
E01001675,Greenwich 006D,84,81,48,57,60
E01001676,Greenwich 013D,55,35,43,44,26
E01001677,Greenwich 006E,92,76,67,92,58
E01001678,Greenwich 017A,11,15,14,10,9
E01001679,Greenwich 020A,20,28,17,18,17
E01001680,Greenwich 020B,9,10,13,11,3
E01001681,Greenwich 020C,31,16,16,16,23
E01001682,Greenwich 020D,34,17,21,32,15
E01001683,Greenwich 017B,31,41,26,30,18
E01001684,Greenwich 017C,19,17,31,15,17
E01001685,Greenwich 017D,28,21,18,9,13
E01001686,Greenwich 020E,36,51,25,26,24
E01001687,Greenwich 002A,30,26,27,39,48
E01001688,Greenwich 002B,82,99,64,57,54
E01001689,Greenwich 002C,104,92,75,91,86
E01001690,Greenwich 001A,32,27,38,30,36
E01001691,Greenwich 002D,127,101,121,118,108
E01001692,Greenwich 001B,22,23,27,25,33
E01001693,Greenwich 001C,49,62,39,42,50
E01001694,Greenwich 001D,42,34,22,28,15
E01001695,Greenwich 011A,45,44,38,43,38
E01001696,Greenwich 011B,134,143,125,96,113
E01001697,Greenwich 011C,51,66,66,50,40
E01001698,Greenwich 015A,80,50,47,41,46
E01001699,Greenwich 015B,45,46,44,26,37
E01001700,Greenwich 011D,72,64,49,63,55
E01001701,Greenwich 015C,85,53,78,98,87
E01001702,Greenwich 015D,50,39,26,22,28
E01001703,Greenwich 011E,58,51,57,40,46
E01001704,Greenwich 011F,39,28,16,21,25
E01001705,Greenwich 005A,74,57,64,64,56
E01001706,Greenwich 005B,38,26,31,14,30
E01001707,Greenwich 004A,369,414,381,389,361
E01001708,Greenwich 005C,38,16,15,11,13
E01001709,Greenwich 004B,45,58,33,42,36
E01001710,Greenwich 005D,29,35,42,35,36
E01001711,Greenwich 004C,28,23,35,16,20
E01001712,Greenwich 004D,65,70,55,45,62
E01001713,Greenwich 005E,46,50,51,50,43
E01001714,Hackney 002A,41,36,45,37,39
E01001715,Hackney 007A,24,22,21,19,25
E01001716,Hackney 007B,28,23,22,38,27
E01001717,Hackney 007C,18,11,6,15,7
E01001718,Hackney 007D,28,34,35,40,60
E01001719,Hackney 007E,28,11,13,17,21
E01001720,Hackney 007F,28,27,26,29,14
E01001721,Hackney 002B,41,31,38,17,16
E01001722,Hackney 005A,63,53,54,40,32
E01001723,Hackney 006A,19,24,18,28,15
E01001724,Hackney 006B,57,48,41,55,36
E01001725,Hackney 004A,20,17,18,15,19
E01001726,Hackney 004B,20,28,26,21,32
E01001727,Hackney 006C,21,16,20,10,9
E01001728,Hackney 005B,24,21,28,24,29
E01001729,Hackney 019A,102,131,138,134,146
E01001730,Hackney 019B,78,99,84,58,73
E01001731,Hackney 017A,109,96,112,82,77
E01001732,Hackney 019C,37,45,44,38,38
E01001733,Hackney 015A,63,48,42,43,64
E01001734,Hackney 017B,86,92,66,88,71
E01001735,Hackney 019D,42,51,55,36,26
E01001736,Hackney 012A,16,19,26,18,19
E01001737,Hackney 012B,28,35,21,23,23
E01001738,Hackney 012C,36,25,28,25,26
E01001739,Hackney 012D,44,40,46,30,26
E01001740,Hackney 014A,33,55,34,45,37
E01001741,Hackney 009A,19,38,22,24,11
E01001742,Hackney 008A,25,35,35,27,22
E01001743,Hackney 021A,195,200,183,168,182
E01001744,Hackney 021B,45,36,26,35,30
E01001745,Hackney 016A,60,48,59,37,51
E01001746,Hackney 016B,33,38,39,39,36
E01001747,Hackney 014B,57,65,67,59,61
E01001748,Hackney 020A,101,93,105,102,84
E01001749,Hackney 020B,65,32,17,17,24
E01001750,Hackney 021C,31,45,40,35,28
E01001751,Hackney 021D,13,21,7,16,15
E01001752,Hackney 025A,31,34,31,37,34
E01001753,Hackney 025B,36,34,29,25,29
E01001754,Hackney 025C,69,69,44,44,47
E01001755,Hackney 025D,38,62,58,39,51
E01001756,Hackney 021E,68,47,39,32,58
E01001757,Hackney 016C,43,47,38,33,28
E01001758,Hackney 016D,59,57,44,30,27
E01001759,Hackney 016E,47,32,42,33,42
E01001760,Hackney 017C,128,126,125,79,82
E01001761,Hackney 016F,55,49,58,38,37
E01001762,Hackney 017D,60,59,74,62,50
E01001763,Hackney 020C,58,46,42,29,33
E01001764,Hackney 010A,24,36,30,25,38
E01001765,Hackney 010B,43,42,40,25,34
E01001766,Hackney 010C,63,91,67,54,72
E01001767,Hackney 010D,38,55,42,28,23
E01001768,Hackney 006D,39,29,26,20,40
E01001769,Hackney 006E,25,17,44,18,27
E01001770,Hackney 010E,73,59,59,52,48
E01001771,Hackney 027A,313,315,300,353,363
E01001772,Hackney 024A,24,49,40,35,23
E01001773,Hackney 025E,46,41,52,38,54
E01001774,Hackney 024B,54,61,37,53,39
E01001775,Hackney 024C,34,35,26,34,24
E01001776,Hackney 025F,36,55,34,19,39
E01001777,Hackney 027B,73,81,66,62,67
E01001778,Hackney 027C,62,51,55,43,51
E01001779,Hackney 026A,82,66,72,86,64
E01001780,Hackney 027D,61,57,57,57,66
E01001781,Hackney 026B,42,30,38,34,36
E01001782,Hackney 026C,27,33,28,20,36
E01001783,Hackney 026D,45,32,42,35,35
E01001784,Hackney 027E,30,43,37,25,21
E01001785,Hackney 015B,33,33,18,22,31
E01001786,Hackney 013A,48,54,44,23,34
E01001787,Hackney 013B,25,21,30,28,30
E01001788,Hackney 013C,47,42,55,53,51
E01001789,Hackney 015C,22,23,27,14,27
E01001790,Hackney 013D,41,36,38,24,29
E01001791,Hackney 015D,32,32,40,40,45
E01001792,Hackney 011A,38,22,26,31,27
E01001793,Hackney 011B,43,40,31,15,39
E01001794,Hackney 011C,19,43,44,27,32
E01001795,Hackney 011D,35,40,42,16,23
E01001796,Hackney 011E,50,58,48,35,39
E01001797,Hackney 005C,57,63,61,67,75
E01001798,Hackney 005D,58,57,60,48,54
E01001799,Hackney 003A,20,20,15,12,17
E01001800,Hackney 004C,30,30,33,26,31
E01001801,Hackney 008B,10,8,7,7,5
E01001802,Hackney 003B,24,17,11,17,11
E01001803,Hackney 008C,28,22,19,24,13
E01001804,Hackney 003C,8,10,7,5,7
E01001805,Hackney 009B,25,33,30,17,22
E01001806,Hackney 008D,46,25,34,33,26
E01001807,Hackney 003D,24,19,30,24,29
E01001808,Hackney 001A,56,52,57,35,33
E01001809,Hackney 001B,24,35,32,18,20
E01001810,Hackney 002C,23,16,19,22,24
E01001811,Hackney 002D,39,35,37,22,29
E01001812,Hackney 003E,23,26,29,28,26
E01001813,Hackney 002E,78,73,72,39,48
E01001814,Hackney 001C,39,35,42,25,40
E01001815,Hackney 024D,47,30,26,25,25
E01001816,Hackney 020D,34,17,26,30,24
E01001817,Hackney 021F,57,57,62,59,52
E01001818,Hackney 023A,147,113,169,117,126
E01001819,Hackney 020E,27,29,18,12,25
E01001820,Hackney 024E,29,38,38,27,17
E01001821,Hackney 024F,31,20,16,17,21
E01001822,Hackney 005E,58,47,57,50,37
E01001823,Hackney 001D,21,8,17,12,21
