Codes,Names,theft_year_minus_3,theft_year_minus_2,theft_year_minus_1,theft_now,theft_2012
E01004189,Sutton 001E,38,36,69,38,41
E01004190,Sutton 008C,20,18,10,14,15
E01004191,Sutton 008D,34,33,19,26,37
E01004192,Sutton 006C,12,22,17,25,15
E01004193,Sutton 006D,16,30,14,23,22
E01004194,Sutton 008E,14,18,17,32,13
E01004195,Sutton 006E,46,41,33,48,25
E01004196,Sutton 008F,15,12,15,15,20
E01004197,Tower Hamlets 002A,125,148,117,147,127
E01004198,Tower Hamlets 002B,73,86,56,74,94
E01004199,Tower Hamlets 002C,35,24,23,36,27
E01004200,Tower Hamlets 005A,49,52,38,47,51
E01004201,Tower Hamlets 002D,43,78,47,56,55
E01004202,Tower Hamlets 005B,54,63,56,74,101
E01004203,Tower Hamlets 005C,134,121,158,158,175
E01004204,Tower Hamlets 005D,42,34,30,40,34
E01004205,Tower Hamlets 013A,46,44,36,60,59
E01004206,Tower Hamlets 013B,43,28,33,42,37
E01004207,Tower Hamlets 011A,41,37,35,41,62
E01004208,Tower Hamlets 013C,319,362,324,327,292
E01004209,Tower Hamlets 011B,54,44,62,46,55
E01004210,Tower Hamlets 011C,22,21,29,23,10
E01004211,Tower Hamlets 013D,131,92,136,133,135
E01004212,Tower Hamlets 011D,45,36,67,73,78
E01004213,Tower Hamlets 011E,17,14,13,17,11
E01004214,Tower Hamlets 030A,25,14,20,30,15
E01004215,Tower Hamlets 028A,87,100,76,138,95
E01004216,Tower Hamlets 030B,16,20,28,19,14
E01004217,Tower Hamlets 030C,42,43,55,51,51
E01004218,Tower Hamlets 030D,38,19,25,25,35
E01004219,Tower Hamlets 028B,56,47,60,56,91
E01004220,Tower Hamlets 028C,182,213,162,158,152
E01004221,Tower Hamlets 028D,35,35,28,43,41
E01004222,Tower Hamlets 001A,67,64,61,53,52
E01004223,Tower Hamlets 001B,58,62,51,66,66
E01004224,Tower Hamlets 001C,98,120,132,101,135
E01004225,Tower Hamlets 004A,46,51,61,58,79
E01004226,Tower Hamlets 001D,59,73,72,59,65
E01004227,Tower Hamlets 004B,119,146,147,135,130
E01004228,Tower Hamlets 003A,50,55,45,50,50
E01004229,Tower Hamlets 004C,46,62,51,39,40
E01004230,Tower Hamlets 003B,52,65,72,62,95
E01004231,Tower Hamlets 004D,68,62,74,68,49
E01004232,Tower Hamlets 003C,57,93,105,116,104
E01004233,Tower Hamlets 003D,26,27,23,35,38
E01004234,Tower Hamlets 003E,96,100,107,126,269
E01004235,Tower Hamlets 008A,16,18,20,19,18
E01004236,Tower Hamlets 008B,44,24,25,31,36
E01004237,Tower Hamlets 008C,30,24,27,28,27
E01004238,Tower Hamlets 008D,78,75,93,81,91
E01004239,Tower Hamlets 008E,41,28,45,28,39
E01004240,Tower Hamlets 012A,43,21,27,22,20
E01004241,Tower Hamlets 012B,42,27,27,27,36
E01004242,Tower Hamlets 012C,75,55,75,75,82
E01004243,Tower Hamlets 020A,64,26,30,40,30
E01004244,Tower Hamlets 020B,104,73,87,76,92
E01004245,Tower Hamlets 018A,48,27,28,26,25
E01004246,Tower Hamlets 018B,85,64,54,73,44
E01004247,Tower Hamlets 020C,120,75,79,110,70
E01004248,Tower Hamlets 018C,42,25,36,39,39
E01004249,Tower Hamlets 018D,83,51,40,54,55
E01004250,Tower Hamlets 020D,56,44,32,34,48
E01004251,Tower Hamlets 023A,49,36,59,50,63
E01004252,Tower Hamlets 024A,135,98,89,77,66
E01004253,Tower Hamlets 024B,70,30,28,31,31
E01004254,Tower Hamlets 023B,52,36,46,71,46
E01004255,Tower Hamlets 023C,41,27,39,30,39
E01004256,Tower Hamlets 024C,61,34,34,24,47
E01004257,Tower Hamlets 024D,44,21,34,34,34
E01004258,Tower Hamlets 023D,31,18,25,28,21
E01004259,Tower Hamlets 007A,87,112,97,107,102
E01004260,Tower Hamlets 007B,41,36,37,35,37
E01004261,Tower Hamlets 010A,91,91,97,110,115
E01004262,Tower Hamlets 010B,66,59,86,90,103
E01004263,Tower Hamlets 007C,21,16,22,16,29
E01004264,Tower Hamlets 010C,8,16,21,24,12
E01004265,Tower Hamlets 010D,32,55,44,57,50
E01004266,Tower Hamlets 007D,26,43,31,38,27
E01004267,Tower Hamlets 012D,66,62,88,81,116
E01004268,Tower Hamlets 012E,35,32,25,35,27
E01004269,Tower Hamlets 014A,81,55,80,86,89
E01004270,Tower Hamlets 014B,99,86,109,156,146
E01004271,Tower Hamlets 014C,24,33,43,40,44
E01004272,Tower Hamlets 014D,25,19,39,37,24
E01004273,Tower Hamlets 014E,36,31,40,59,60
E01004274,Tower Hamlets 031A,22,17,19,13,22
E01004275,Tower Hamlets 031B,13,20,19,31,25
E01004276,Tower Hamlets 031C,11,14,13,15,13
E01004277,Tower Hamlets 029A,380,326,349,335,310
E01004278,Tower Hamlets 029B,414,414,398,434,470
E01004279,Tower Hamlets 029C,56,41,41,41,61
E01004280,Tower Hamlets 029D,27,26,27,19,22
E01004281,Tower Hamlets 031D,36,25,18,24,26
E01004282,Tower Hamlets 031E,32,19,18,23,26
E01004283,Tower Hamlets 016A,36,41,44,39,38
E01004284,Tower Hamlets 019A,38,29,35,33,37
E01004285,Tower Hamlets 019B,33,25,21,42,36
E01004286,Tower Hamlets 019C,58,33,51,65,55
E01004287,Tower Hamlets 016B,42,32,45,33,37
E01004288,Tower Hamlets 019D,36,11,33,31,31
E01004289,Tower Hamlets 016C,24,25,42,29,27
E01004290,Tower Hamlets 016D,67,63,48,50,51
E01004291,Tower Hamlets 027A,62,42,41,50,52
E01004292,Tower Hamlets 026A,55,39,53,66,45
E01004293,Tower Hamlets 027B,261,256,272,230,237
E01004294,Tower Hamlets 026B,134,76,104,97,105
E01004295,Tower Hamlets 026C,29,21,36,32,34
E01004296,Tower Hamlets 026D,31,20,30,19,32
E01004297,Tower Hamlets 027C,41,38,43,46,41
E01004298,Tower Hamlets 022A,53,26,55,49,49
E01004299,Tower Hamlets 025A,38,39,40,52,67
E01004300,Tower Hamlets 022B,20,13,14,24,20
E01004301,Tower Hamlets 025B,25,28,31,41,44
E01004302,Tower Hamlets 025C,23,21,18,32,40
E01004303,Tower Hamlets 025D,44,42,61,59,92
E01004304,Tower Hamlets 022C,53,48,69,56,71
E01004305,Tower Hamlets 022D,36,22,42,44,39
E01004306,Tower Hamlets 015A,278,273,305,266,329
E01004307,Tower Hamlets 015B,583,610,676,845,626
E01004308,Tower Hamlets 015C,25,29,32,29,28
E01004309,Tower Hamlets 015D,196,210,247,266,257
E01004310,Tower Hamlets 015E,122,95,130,114,94
E01004311,Tower Hamlets 006A,90,110,70,79,66
E01004312,Tower Hamlets 009A,27,32,35,42,29
E01004313,Tower Hamlets 009B,50,62,44,71,79
E01004314,Tower Hamlets 006B,122,111,93,129,149
E01004315,Tower Hamlets 006C,139,119,151,216,140
E01004316,Tower Hamlets 009C,42,39,59,94,62
E01004317,Tower Hamlets 009D,369,297,308,390,427
E01004318,Tower Hamlets 006D,136,106,121,141,113
E01004319,Tower Hamlets 021A,31,21,42,38,42
E01004320,Tower Hamlets 021B,110,91,153,130,120
E01004321,Tower Hamlets 021C,99,74,122,118,119
E01004322,Tower Hamlets 017A,133,156,162,156,155
E01004323,Tower Hamlets 017B,80,70,79,83,92
E01004324,Tower Hamlets 017C,13,17,32,26,19
E01004325,Tower Hamlets 021D,138,147,176,168,215
E01004326,Tower Hamlets 017D,68,45,58,88,89
E01004327,Waltham Forest 028A,27,34,33,42,29
E01004328,Waltham Forest 028B,56,41,44,62,41
E01004329,Waltham Forest 028C,28,38,42,47,48
E01004330,Waltham Forest 028D,25,21,27,54,37
E01004331,Waltham Forest 028E,43,45,57,55,59
E01004332,Waltham Forest 028F,65,57,54,70,61
E01004333,Waltham Forest 024A,41,28,39,53,29
E01004334,Waltham Forest 024B,34,40,39,35,40
E01004335,Waltham Forest 027A,58,57,43,45,31
E01004336,Waltham Forest 026A,27,36,36,79,79
E01004337,Waltham Forest 027B,43,42,32,34,36
E01004338,Waltham Forest 027C,24,37,30,39,32
E01004339,Waltham Forest 027D,32,30,35,29,35
E01004340,Waltham Forest 027E,46,54,47,39,35
E01004341,Waltham Forest 027F,80,66,70,63,71
E01004342,Waltham Forest 011A,73,68,86,80,78
E01004343,Waltham Forest 008A,36,28,26,29,38
E01004344,Waltham Forest 008B,46,62,80,51,58
E01004345,Waltham Forest 010A,33,46,43,68,59
E01004346,Waltham Forest 011B,41,39,41,47,41
E01004347,Waltham Forest 011C,62,41,26,63,46
E01004348,Waltham Forest 010B,98,94,110,112,93
E01004349,Waltham Forest 001A,25,25,39,37,26
E01004350,Waltham Forest 001B,48,33,97,67,78
E01004351,Waltham Forest 001C,29,16,24,27,36
E01004352,Waltham Forest 002A,35,45,41,52,50
E01004353,Waltham Forest 002B,21,25,31,26,34
E01004354,Waltham Forest 002C,83,81,81,100,90
E01004355,Waltham Forest 004A,26,26,29,28,43
E01004356,Waltham Forest 001D,21,34,34,30,47
E01004357,Waltham Forest 001E,24,33,36,36,34
E01004358,Waltham Forest 002D,18,25,28,27,28
E01004359,Waltham Forest 002E,21,19,27,25,23
E01004360,Waltham Forest 004B,11,14,11,24,22
E01004361,Waltham Forest 005A,15,19,21,22,16
E01004362,Waltham Forest 021A,47,77,72,39,54
E01004363,Waltham Forest 019A,94,152,140,170,120
E01004364,Waltham Forest 019B,67,61,59,59,54
E01004365,Waltham Forest 020A,69,68,71,90,90
E01004366,Waltham Forest 019C,48,70,66,67,69
E01004367,Waltham Forest 019D,67,80,170,122,115
E01004368,Waltham Forest 019E,37,47,53,47,37
E01004369,Waltham Forest 023A,47,26,27,32,34
E01004370,Waltham Forest 023B,43,42,49,38,33
E01004371,Waltham Forest 025A,49,34,32,42,38
E01004372,Waltham Forest 023C,30,24,21,29,32
E01004373,Waltham Forest 025B,35,32,34,28,33
E01004374,Waltham Forest 025C,27,29,31,42,37
E01004375,Waltham Forest 025D,29,40,43,50,44
E01004376,Waltham Forest 025E,46,34,36,39,45
E01004377,Waltham Forest 010C,28,36,50,53,59
E01004378,Waltham Forest 010D,28,44,32,54,47
E01004379,Waltham Forest 007A,18,24,24,33,43
E01004380,Waltham Forest 007B,38,34,21,32,34
E01004381,Waltham Forest 007C,42,50,56,75,76
E01004382,Waltham Forest 008C,22,19,20,16,15
E01004383,Waltham Forest 007D,26,35,19,18,30
E01004384,Waltham Forest 003A,31,27,51,85,66
E01004385,Waltham Forest 003B,38,22,33,33,30
E01004386,Waltham Forest 003C,16,15,14,24,21
E01004387,Waltham Forest 007E,16,12,18,26,25
E01004388,Waltham Forest 007F,42,33,52,46,58
E01004389,Waltham Forest 003D,22,17,31,48,36
E01004390,Waltham Forest 003E,28,21,27,29,38
E01004391,Waltham Forest 014A,79,104,75,84,52
E01004392,Waltham Forest 017A,479,430,409,376,424
E01004393,Waltham Forest 014B,44,52,40,36,44
E01004394,Waltham Forest 017B,45,30,34,63,33
E01004395,Waltham Forest 018A,33,34,43,44,28
E01004396,Waltham Forest 012A,34,42,40,37,34
E01004397,Waltham Forest 017C,711,790,766,671,672
E01004398,Waltham Forest 009A,27,29,32,27,44
E01004399,Waltham Forest 009B,32,22,55,27,33
E01004400,Waltham Forest 009C,45,49,59,50,38
E01004401,Waltham Forest 014C,70,78,69,75,63
E01004402,Waltham Forest 009D,45,27,31,26,22
E01004403,Waltham Forest 009E,58,80,74,68,57
E01004404,Waltham Forest 014D,43,44,43,48,32
E01004405,Waltham Forest 020B,33,42,83,50,64
E01004406,Waltham Forest 016A,65,58,70,70,70
E01004407,Waltham Forest 013A,33,26,30,35,35
E01004408,Waltham Forest 016B,52,40,55,45,52
E01004409,Waltham Forest 016C,104,82,90,71,82
E01004410,Waltham Forest 013B,71,94,83,70,67
E01004411,Waltham Forest 016D,54,67,74,77,68
E01004412,Waltham Forest 015A,67,53,76,75,43
E01004413,Waltham Forest 004C,52,35,37,35,42
E01004414,Waltham Forest 005B,69,64,84,79,87
E01004415,Waltham Forest 004D,11,20,22,21,26
E01004416,Waltham Forest 004E,28,44,25,29,41
E01004417,Waltham Forest 005C,69,64,56,54,48
E01004418,Waltham Forest 008D,19,24,14,28,45
E01004419,Waltham Forest 008E,47,28,35,55,53
E01004420,Waltham Forest 020C,200,227,243,211,226
E01004421,Waltham Forest 018B,46,41,40,53,45
E01004422,Waltham Forest 022A,152,138,194,173,143
E01004423,Waltham Forest 020D,46,55,62,59,34
E01004424,Waltham Forest 022B,61,81,83,73,74
E01004425,Waltham Forest 022C,63,70,75,83,56
E01004426,Waltham Forest 022D,24,32,26,29,32
E01004427,Waltham Forest 022E,49,60,64,83,57
E01004428,Waltham Forest 026B,30,29,26,31,30
E01004429,Waltham Forest 026C,52,54,52,57,63
E01004430,Waltham Forest 026D,382,579,468,341,419
E01004431,Waltham Forest 020E,64,65,64,46,41
E01004432,Waltham Forest 023D,51,57,42,49,56
E01004433,Waltham Forest 020F,33,37,19,30,22
E01004434,Waltham Forest 026E,32,55,49,64,63
E01004435,Waltham Forest 023E,49,54,49,67,42
E01004436,Waltham Forest 021B,87,95,70,82,109
E01004437,Waltham Forest 021C,39,38,53,35,30
E01004438,Waltham Forest 024C,241,192,199,206,312
E01004439,Waltham Forest 021D,29,34,47,33,29
E01004440,Waltham Forest 024D,119,106,97,119,116
E01004441,Waltham Forest 024E,40,39,35,28,31
E01004442,Waltham Forest 021E,25,32,35,27,28
E01004443,Waltham Forest 016E,45,60,64,54,54
E01004444,Waltham Forest 017D,71,91,100,90,76
E01004445,Waltham Forest 018C,24,29,50,54,49
E01004446,Waltham Forest 017E,28,45,47,45,36
E01004447,Waltham Forest 016F,31,30,30,45,37
E01004448,Waltham Forest 018D,64,89,86,107,109
E01004449,Waltham Forest 018E,39,45,51,59,50
E01004450,Waltham Forest 006A,14,23,27,29,26
E01004451,Waltham Forest 005D,17,26,22,27,27
E01004452,Waltham Forest 005E,72,83,121,121,77
E01004453,Waltham Forest 006B,67,62,78,73,100
E01004454,Waltham Forest 006C,26,38,44,35,41
E01004455,Waltham Forest 006D,146,176,545,525,488
E01004456,Waltham Forest 006E,76,92,137,84,107
E01004457,Waltham Forest 012B,49,40,53,41,39
E01004458,Waltham Forest 012C,43,44,45,45,53
E01004459,Waltham Forest 012D,31,24,29,21,20
E01004460,Waltham Forest 011D,50,66,47,38,40
E01004461,Waltham Forest 014E,44,29,66,52,40
E01004462,Waltham Forest 011E,42,36,42,59,36
E01004463,Waltham Forest 012E,58,65,39,48,55
E01004464,Waltham Forest 013C,62,110,121,61,58
E01004465,Waltham Forest 015B,38,31,36,30,36
E01004466,Waltham Forest 015C,40,38,48,44,49
E01004467,Waltham Forest 015D,77,59,75,60,57
E01004468,Waltham Forest 015E,29,57,80,70,82
E01004469,Waltham Forest 013D,19,19,29,36,21
E01004470,Waltham Forest 013E,67,62,80,57,42
E01004471,Waltham Forest 013F,23,21,30,31,19
E01004472,Wandsworth 021A,42,46,49,58,46
E01004473,Wandsworth 026A,33,29,36,37,46
E01004474,Wandsworth 021B,272,252,265,347,389
E01004475,Wandsworth 026B,35,21,31,31,44
E01004476,Wandsworth 021C,63,56,66,110,90
E01004477,Wandsworth 017A,27,36,56,59,59
E01004478,Wandsworth 017B,29,31,24,32,57
E01004479,Wandsworth 017C,49,33,37,46,48
E01004480,Wandsworth 026C,30,35,36,42,39
E01004481,Wandsworth 029A,45,45,54,75,75
E01004482,Wandsworth 030A,31,23,31,32,39
E01004483,Wandsworth 026D,34,50,53,49,38
E01004484,Wandsworth 026E,16,22,33,29,24
E01004485,Wandsworth 030B,76,67,71,75,72
E01004486,Wandsworth 026F,30,17,34,43,51
E01004487,Wandsworth 030C,31,25,24,26,24
E01004488,Wandsworth 029B,42,30,38,40,38
E01004489,Wandsworth 030D,38,41,34,41,39
E01004490,Wandsworth 031A,35,40,29,28,33
E01004491,Wandsworth 031B,21,22,12,20,24
E01004492,Wandsworth 031C,76,62,51,46,51
E01004493,Wandsworth 019A,49,51,50,48,51
E01004494,Wandsworth 018A,70,44,75,57,56
E01004495,Wandsworth 024A,36,29,31,37,57
E01004496,Wandsworth 024B,86,81,82,85,121
E01004497,Wandsworth 024C,29,26,28,33,57
E01004498,Wandsworth 031D,45,44,42,35,29
E01004499,Wandsworth 020A,32,34,18,34,33
E01004500,Wandsworth 014A,39,24,20,28,25
E01004501,Wandsworth 014B,17,26,21,28,28
E01004502,Wandsworth 020B,19,25,21,26,33
E01004503,Wandsworth 014C,24,37,22,33,33
E01004504,Wandsworth 020C,20,24,22,20,17
E01004505,Wandsworth 014D,32,25,24,31,41
E01004506,Wandsworth 011A,70,67,76,71,63
E01004507,Wandsworth 014E,42,49,47,44,38
E01004508,Wandsworth 012A,59,84,70,101,122
E01004509,Wandsworth 010A,185,229,225,252,297
E01004510,Wandsworth 012B,73,57,56,57,67
E01004511,Wandsworth 010B,33,47,38,42,42
E01004512,Wandsworth 019B,56,33,43,47,46
E01004513,Wandsworth 018B,91,90,126,110,103
E01004514,Wandsworth 012C,115,56,90,111,90
E01004515,Wandsworth 012D,27,29,25,24,40
E01004516,Wandsworth 036A,36,29,38,26,42
E01004517,Wandsworth 037A,49,27,36,43,45
E01004518,Wandsworth 036B,35,22,34,33,27
E01004519,Wandsworth 036C,21,31,17,21,26
E01004520,Wandsworth 036D,32,26,26,23,25
E01004521,Wandsworth 037B,33,34,26,27,38
E01004522,Wandsworth 037C,27,23,18,27,33
E01004523,Wandsworth 036E,59,44,45,35,51
E01004524,Wandsworth 037D,18,27,24,17,22
E01004525,Wandsworth 035A,359,307,333,356,383
E01004526,Wandsworth 035B,74,73,102,86,79
E01004527,Wandsworth 035C,27,25,20,38,32
E01004528,Wandsworth 035D,55,47,40,41,39
E01004529,Wandsworth 035E,47,45,40,42,43
E01004530,Wandsworth 035F,19,17,25,35,36
E01004531,Wandsworth 033A,15,20,5,20,20
E01004532,Wandsworth 032A,21,27,21,20,21
E01004533,Wandsworth 033B,19,19,17,13,12
E01004534,Wandsworth 008A,92,91,119,89,82
E01004535,Wandsworth 007A,25,20,27,14,26
E01004536,Wandsworth 008B,53,61,72,64,69
E01004537,Wandsworth 007B,35,37,47,38,50
E01004538,Wandsworth 007C,39,37,42,30,49
E01004539,Wandsworth 003A,62,55,56,59,68
E01004540,Wandsworth 003B,93,111,95,125,125
E01004541,Wandsworth 007D,41,40,31,37,40
E01004542,Wandsworth 021D,50,34,40,47,44
E01004543,Wandsworth 027A,92,68,96,56,85
E01004544,Wandsworth 021E,36,37,35,42,57
E01004545,Wandsworth 027B,120,104,90,81,84
E01004546,Wandsworth 027C,27,40,32,28,32
E01004547,Wandsworth 029C,27,16,23,21,42
E01004548,Wandsworth 029D,82,74,74,97,159
E01004549,Wandsworth 027D,39,39,40,41,35
E01004550,Wandsworth 017D,28,30,26,35,24
E01004551,Wandsworth 012E,331,426,351,355,445
E01004552,Wandsworth 008C,331,350,404,344,461
E01004553,Wandsworth 015A,49,54,48,50,37
E01004554,Wandsworth 009A,55,36,34,30,46
E01004555,Wandsworth 017E,43,38,33,56,55
E01004556,Wandsworth 009B,36,35,32,49,47
E01004557,Wandsworth 015B,55,50,42,55,59
E01004558,Wandsworth 015C,49,39,42,43,39
E01004559,Wandsworth 015D,29,28,27,42,45
E01004560,Wandsworth 001A,125,95,109,117,120
E01004561,Wandsworth 002A,141,119,119,116,135
E01004562,Wandsworth 002B,119,94,113,157,156
E01004563,Wandsworth 002C,48,42,34,60,75
E01004564,Wandsworth 002D,68,66,59,76,59
E01004565,Wandsworth 005A,58,25,37,55,48
E01004566,Wandsworth 001B,67,58,69,66,61
E01004567,Wandsworth 002E,24,34,40,38,47
E01004568,Wandsworth 013A,56,31,50,44,62
E01004569,Wandsworth 023A,81,53,65,68,78
E01004570,Wandsworth 023B,28,25,23,29,19
E01004571,Wandsworth 023C,46,29,20,46,38
E01004572,Wandsworth 016A,47,48,58,97,47
E01004573,Wandsworth 023D,51,75,68,102,77
E01004574,Wandsworth 013B,29,17,31,30,29
E01004575,Wandsworth 013C,28,20,31,31,24
E01004576,Wandsworth 013D,34,24,53,57,48
E01004577,Wandsworth 003C,62,63,69,99,71
E01004578,Wandsworth 004A,76,119,93,84,167
E01004579,Wandsworth 004B,57,78,71,56,56
E01004580,Wandsworth 004C,46,89,61,73,85
E01004581,Wandsworth 004D,61,46,48,47,62
E01004582,Wandsworth 001C,72,56,62,72,84
E01004583,Wandsworth 001D,83,64,71,108,154
E01004584,Wandsworth 003D,26,17,20,24,19
E01004585,Wandsworth 008D,71,64,66,86,57
E01004586,Wandsworth 009C,47,50,35,56,48
E01004587,Wandsworth 009D,56,47,56,60,65
E01004588,Wandsworth 008E,190,182,216,229,215
E01004589,Wandsworth 009E,67,46,58,44,50
E01004590,Wandsworth 005B,51,42,43,53,43
E01004591,Wandsworth 005C,94,76,82,60,69
E01004592,Wandsworth 005D,47,36,26,30,30
E01004593,Wandsworth 025A,59,57,35,47,52
E01004594,Wandsworth 020D,24,28,22,22,33
E01004595,Wandsworth 025B,44,39,50,63,54
E01004596,Wandsworth 020E,42,40,51,42,36
E01004597,Wandsworth 025C,27,30,34,30,22
E01004598,Wandsworth 025D,34,40,27,30,33
E01004599,Wandsworth 025E,27,21,17,28,38
E01004600,Wandsworth 018C,169,185,335,361,283
E01004601,Wandsworth 018D,76,54,47,75,73
E01004602,Wandsworth 010C,71,82,59,69,53
E01004603,Wandsworth 010D,81,107,69,105,114
E01004604,Wandsworth 006A,59,43,44,51,65
E01004605,Wandsworth 006B,48,55,42,46,63
E01004606,Wandsworth 006C,87,100,67,122,121
E01004607,Wandsworth 006D,61,60,45,81,47
E01004608,Wandsworth 006E,64,71,75,89,112
E01004609,Wandsworth 010E,455,454,468,396,482
E01004610,Wandsworth 033C,29,22,21,25,45
E01004611,Wandsworth 032B,37,39,32,30,29
E01004612,Wandsworth 032C,43,41,45,59,52
E01004613,Wandsworth 033D,110,123,108,85,68
E01004614,Wandsworth 034A,50,81,40,66,74
E01004615,Wandsworth 034B,38,32,35,34,49
E01004616,Wandsworth 034C,31,45,33,39,39
E01004617,Wandsworth 034D,225,196,214,187,190
E01004618,Wandsworth 032D,26,25,27,23,25
E01004619,Wandsworth 015E,51,37,51,59,59
E01004620,Wandsworth 019C,67,37,43,35,47
E01004621,Wandsworth 019D,54,50,46,53,53
E01004622,Wandsworth 024D,35,28,24,37,22
E01004623,Wandsworth 019E,42,37,22,30,39
E01004624,Wandsworth 024E,30,43,39,41,66
E01004625,Wandsworth 027E,28,30,29,52,40
E01004626,Wandsworth 027F,67,57,53,58,84
E01004627,Wandsworth 019F,51,41,43,47,65
E01004628,Wandsworth 022A,17,36,23,31,51
E01004629,Wandsworth 020F,34,27,25,31,46
E01004630,Wandsworth 022B,21,12,17,21,30
E01004631,Wandsworth 022C,23,21,25,38,30
E01004632,Wandsworth 028A,28,34,16,23,15
E01004633,Wandsworth 022D,19,22,16,22,14
E01004634,Wandsworth 028B,22,23,24,25,21
E01004635,Wandsworth 028C,32,33,27,30,27
E01004636,Wandsworth 028D,27,21,18,23,16
E01004637,Wandsworth 028E,13,19,14,19,13
E01004638,Wandsworth 011B,31,37,16,26,38
E01004639,Wandsworth 011C,72,57,63,58,65
E01004640,Wandsworth 011D,41,26,30,24,24
E01004641,Wandsworth 011E,46,26,27,29,37
E01004642,Wandsworth 016B,18,22,15,27,20
E01004643,Wandsworth 016C,44,31,20,19,32
E01004644,Wandsworth 016D,44,49,40,43,47
